name,location,joinedGroupOn,lastVisitedGroupOn,lastAttended,totalRSVPs,RSVPedYes,RSVPedMaybe,RSVPedNo,meetupsAttended,noShows,intro,photo,assistantOrganizer,mailingList,whatIsYourOccupationTradeProfession,whatAreYourHobbiesInterests
Member451,London,"July 13, 2019","July 13, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Business Development Manager,
Member452,London,"August 20, 2018","June 5, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,-,
Member453,London,"August 23, 2021","August 23, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Work for the NHS,"Culture, art, photography and outdoor adventure"
Member454,Sheffield,"June 10, 2019","June 10, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Medical Grad,
Member455,London,"May 9, 2018","December 9, 2021","April 22, 2019",3,2,0,1,1,0,No,No,No,Yes,Consultant,
Member456,London,"May 4, 2019","December 8, 2021",,4,1,0,3,0,0,No,Yes,No,Yes,Software Developer,
Member457,Harrow,"September 9, 2021","September 12, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Tabla player,Exploring fantastic places
Member458,Islamabad,"August 3, 2021","August 3, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,"Student, UI UX Designer","travelling, art, photography, exploring tech products"
Member459,London,"December 17, 2018","December 17, 2018",,0,0,0,0,0,0,No,Yes,No,Yes,Project Manager,
Member460,London,"June 16, 2019","June 16, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Tour guide and community worker,
Member461,London,"April 21, 2019","December 12, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Manager,
Member462,London,"March 7, 2021","September 17, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Analyst/Tutor,"Football, Islamic History, Cycling"
Member463,London,"May 10, 2018","May 14, 2018",,0,0,0,0,0,0,No,Yes,No,Yes,Finance contractor,
Member464,London,"November 30, 2020","November 7, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,researcher,travelling sightseeing eating out museums art galleries theatre
Member465,London,"August 22, 2019","December 10, 2021",,1,0,0,1,0,0,No,Yes,No,Yes,Legal/HR,
Member466,London,"January 20, 2020","January 20, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,Engineer/Researcher,Wide and varied
Member467,London,"September 9, 2019","June 30, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Data Science,
Member468,London,"February 9, 2020","June 24, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Financial auditor,Playing football
Member469,London,"September 6, 2018","June 4, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Finance,
Member470,London,"March 31, 2019","October 28, 2019",,1,1,0,0,0,0,No,Yes,No,Yes,Advertising,
Member471,Armley,"August 4, 2019","March 20, 2020",,1,0,0,1,0,0,No,Yes,No,Yes,Teacher,
Member472,Manchester,"December 8, 2020","December 6, 2020",,0,0,0,0,0,0,No,No,No,Yes,Researcher,"Languages, reading, history, literature"
Member473,London,"May 10, 2018","April 5, 2019",,0,0,0,0,0,0,No,No,No,Yes,Engineer,
Member474,London,"April 21, 2019","October 4, 2018",,0,0,0,0,0,0,No,No,No,Yes,data,
Member475,London,"April 28, 2019","July 22, 2021","September 14, 2019",2,2,0,0,2,0,No,Yes,No,Yes,transport,
Member476,London,"August 11, 2020","November 17, 2021","October 10, 2020",4,1,0,3,1,0,No,Yes,No,Yes,Media,"History, Art, culture, learning languages, long walks, travelling,"
Member477,London,"September 20, 2020","September 20, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,Teacher,"Watching films, learning languages, yoga, writing"
Member478,Pepperstock,"September 27, 2021","October 24, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Teacher,"rock climbing, swimming, cycling, reading, anime, boxing"
Member479,London,"June 19, 2019","June 19, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,risk analyst,
Member480,London,"December 19, 2019","July 6, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,associate director of product management and strategy,"Eating, reading, gymming, Islam"
Member481,London,"March 31, 2019","June 2, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Teacher,
Member482,London,"May 30, 2019","August 23, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Retail,
Member483,London,"July 14, 2019","July 13, 2021",,1,0,0,1,0,0,No,Yes,No,Yes,Psychologist,
Member484,London,"February 2, 2020","December 5, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,Project coordinator,"Sports, music, dancing.."
Member485,London,"September 21, 2019","August 7, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Editor,
Member486,London,"August 17, 2019","October 29, 2019","August 18, 2019",1,1,0,0,1,0,No,Yes,No,Yes,adviser,
Member487,London,"May 18, 2019","October 5, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Banking,
Member488,Chessington,"March 31, 2019","July 22, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Interior design,
Member489,Borehamwood,"September 2, 2020","October 8, 2020",,2,2,0,0,0,0,No,No,No,Yes,Consultant,Reading
Member490,Dubai,"June 23, 2019","April 10, 2020",,1,0,0,1,0,0,No,Yes,No,Yes,merchandising and operations in retail,
Member491,London,"October 20, 2018","August 26, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Architectural designer,
Member492,Woodford Green,"May 11, 2019","December 8, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Senior Portfolio Manager - Banking,
Member493,London,"July 25, 2018","October 4, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,lab technician,
Member494,Greater London,"September 25, 2021","December 10, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,receptionist,"theatre , comedy shows , museum, galleries, coffee places"
Member495,London,"June 15, 2019","June 30, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,graphic designer,
Member496,London,"October 26, 2021","October 24, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,-,"DIY, cycling, walking, socialising"
Member497,Sutton,"May 3, 2019","August 27, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Accountant,
Member498,London,"January 21, 2019","January 20, 2019",,0,0,0,0,0,0,No,No,No,Yes,Postdoctoral Research Associate,
Member499,Upper Fulbrook,"June 15, 2019","September 3, 2021","August 18, 2019",2,1,0,1,1,0,No,Yes,No,Yes,Analyst,
Member500,Greater London,"December 20, 2019","December 20, 2019",,0,0,0,0,0,0,No,No,No,Yes,nhs,islam
Member501,London,"December 29, 2019","December 29, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Charity worker,Travelling and good food.
Member502,Poplar,"October 17, 2019","October 17, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Civil servant,"Staying fit, reading, charity work"
Member503,London,"March 22, 2020","July 31, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Compliance,Meeting friends
Member504,London,"February 23, 2019","February 18, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Business Analyst,
Member505,London,"August 17, 2019","November 6, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Justice services,
Member506,London,"July 27, 2018","December 8, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Accounts,
Member507,London,"December 7, 2019","January 2, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,Marketing Consultant,"Food, travel and a good book!"
Member508,London,"January 1, 2020","January 1, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,education,"reading, writing,travelling"
Member509,"New York, NY","December 9, 2021","December 9, 2021",,0,0,0,0,0,0,No,No,No,Yes,teacher,reading. writing. travelling.
Member510,London,"December 14, 2018","November 12, 2018",,0,0,0,0,0,0,No,Yes,No,Yes,engineeing project manager,
Member511,Greater London,"July 27, 2019","September 29, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Medical Doctor,
Member512,London,"September 13, 2021","September 13, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Business owner,Walking/hiking cooking Art
Member513,London,"June 19, 2018","August 30, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,Marketing,
Member514,Marlow,"September 28, 2019","June 21, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,pharmacist,"travelling, reading, makeup"
Member515,London,"July 1, 2019","August 19, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,doctor,
Member516,London,"April 25, 2019","February 27, 2020",,1,1,0,0,0,0,No,Yes,No,Yes,teacher,
Member517,London,"June 4, 2018","August 16, 2018",,0,0,0,0,0,0,No,Yes,No,Yes,Finance,
Member518,London,"August 14, 2019","October 29, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Teacher,
Member519,"Toronto, ON","October 20, 2018","October 28, 2018",,0,0,0,0,0,0,No,Yes,No,Yes,banker,
Member520,Ilford,"August 22, 2020","August 7, 2021","August 29, 2021",2,1,0,1,1,0,No,Yes,No,Yes,Library assistant,"Walking, reading, Netflix"
Member521,London,"May 9, 2018","July 27, 2018",,2,0,0,2,0,0,No,No,No,Yes,Solicitor,
Member522,Elm Park,"August 8, 2021","August 9, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Software engineering,"Gaming, reading, open to anything really :)"
Member523,London,"January 17, 2020","April 6, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Finance,"Learning, travelling/exploring, current affairs, health and wellness"
Member524,London,"January 26, 2020","January 26, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,Security/Protection,Learning/Exploring
Member525,London,"February 23, 2019","January 27, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Pharmacist,
Member526,London,"August 24, 2019","August 24, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Teacher,
Member527,Romford,"July 24, 2019","July 14, 2021","September 14, 2019",1,1,0,0,1,0,No,Yes,No,Yes,Paralegal,
Member528,London,"May 24, 2019","May 27, 2019",,1,1,0,0,0,0,No,Yes,No,Yes,student/payroll assistant,
Member529,London,"September 6, 2019","September 6, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,IT,
Member530,London,"June 29, 2019","October 13, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,lawyer,
Member531,"New York, NY","August 29, 2019","August 29, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Trainee biomedical scientist,
Member532,Ilford,"May 25, 2019","August 7, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,legal,
Member533,London,"July 30, 2020","April 11, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,MA Filmmaking student,socialising
Member534,Abu Dhabi,"October 22, 2020","October 22, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,Speech Therapist and Mother,"Travel, History, Astronomy, Science, Food & Culture"
Member535,Greater London,"May 10, 2018","May 5, 2019",,0,0,0,0,0,0,No,No,No,Yes,Optical,
Member536,Barking,"December 28, 2019","December 28, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Adminstration,"Swimming, travels, jogging"
Member537,London,"August 11, 2019","September 7, 2019",,2,0,0,2,0,0,No,Yes,No,Yes,Masters Student,
Member538,Merton,"April 27, 2019","December 8, 2019",,2,1,0,1,0,0,Yes,Yes,No,Yes,Postgrad Student,"Football, Nature, Pakistan, Education"
Member539,London,"January 28, 2020","November 30, 2020","December 6, 2020",1,1,0,0,1,0,No,Yes,No,Yes,Finance Analyst,"Watching sports (mainly football), eating, going to the gym, socializing with friends, exploring"
Member540,London,"September 12, 2020","September 16, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,Teacher,"Photography, history, art, ecology, literature, travelling, hiking, etc."
Member541,Greater London,"January 11, 2020","January 10, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,Linguist,"Writing, cooking, socialising..."
Member542,London,"November 26, 2019","July 16, 2020",,0,0,0,0,0,0,No,No,No,Yes,Civil service,"Food, languages and travel"
Member543,London,"January 27, 2020","November 3, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,biomedical scientist,cooking reading
Member544,London,"August 24, 2019","February 2, 2020","February 15, 2020",3,3,0,0,2,0,No,Yes,No,Yes,Credit risk manager,
Member545,London,"September 25, 2021","September 25, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Warehouse operative,"Gaming, walking"
Member546,London,"July 25, 2020","May 23, 2021",,1,1,0,0,0,0,No,Yes,No,Yes,Student,Reading
Member547,London,"May 11, 2019","May 18, 2019",,0,0,0,0,0,0,No,No,No,Yes,Architect,
Member548,London,"September 15, 2019","November 26, 2021",,1,1,0,0,0,1,No,Yes,No,Yes,Financial Services,
Member549,London,"February 1, 2020","January 31, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,finance,travelling
Member550,London,"April 1, 2021","August 2, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Engineer,Outdoors
Member551,Loughton,"November 5, 2018","January 17, 2019",,1,0,0,1,0,0,No,Yes,No,Yes,Retired,
Member552,London,"May 9, 2018","June 20, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Accountant,
Member553,London,"June 16, 2019","March 1, 2020",,1,1,0,0,0,0,No,Yes,No,Yes,Project manager,
Member554,London,"July 28, 2019","December 13, 2021",,2,0,0,2,0,0,No,Yes,No,Yes,doctor,
Member555,London,"August 27, 2019","September 4, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Policy advisor,
Member556,London,"June 6, 2019","June 19, 2019",,0,0,0,0,0,0,No,Yes,No,No,software engineer,
Member557,Stockholm,"May 21, 2020","August 5, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Teacher,"Reading, craft"
Member558,London,"November 5, 2018","November 24, 2021",,0,0,0,0,0,0,No,No,No,Yes,Soon to join the public sector,
Member559,"Ottawa, ON","December 14, 2018","June 4, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Writer,
Member560,Aylesbury,"September 24, 2019","December 28, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Legal,
Member561,London,"December 14, 2018","October 10, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,IT,
Member562,St Albans,"July 20, 2021","July 19, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Strategy Consulting,"self improvement, fitness, sports, self education, philosophy, economics, technology, history,"
Member563,London,"March 31, 2019","August 25, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Business manager,
Member564,London,"November 5, 2018","February 11, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,Accountant assistant,
Member565,"Gaithersburg, MD","December 14, 2019","July 3, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,paediatric audiologist,..
Member566,London,"November 5, 2018","June 12, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Student Accommodations Manager,
Member567,London,"May 24, 2019","September 26, 2021",,0,0,0,0,0,0,No,No,No,Yes,Writer,
Member568,London,"September 13, 2020","September 13, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,marketing manager,"hiking, art, theatre, gigs"
Member569,London,"August 24, 2019","September 28, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Recruiter,
Member570,London,"June 29, 2021","August 23, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,students,"walking, hiking, new cultures"
Member571,London,"December 22, 2020","December 18, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,Doctor,Football
Member572,Reading,"April 9, 2021","April 15, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Business Consultant,"Photography, travelling"
Member573,London,"July 29, 2018","July 28, 2018",,0,0,0,0,0,0,No,Yes,No,Yes,IT Manager,
Member574,London,"September 4, 2020","August 1, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Work for a tech company - pretty much home based,"TV, Film, Sport, Travel in a previous life"
Member575,London,"November 28, 2021","November 28, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,English teacher,Cooking creative writing travel
Member576,Barnet,"September 4, 2021","September 6, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Lawyer,Tekken
Member577,London,"September 15, 2019","January 18, 2019",,0,0,0,0,0,0,No,No,No,Yes,"im new in london, i will do work and travel here, right now i have no job, im looking for social contact (im Turkish/kurdish)",
Member578,London,"November 12, 2019","August 22, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Gas engineer,Food friends countryside
Member579,London,"June 10, 2019","June 9, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,computer engineer,
Member580,Hayes,"October 22, 2021","October 21, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Support worker,Playing video games
Member581,London,"November 1, 2019","February 16, 2020",,1,0,0,1,0,0,No,Yes,No,Yes,Accountant,"Meeting new people, socializing"
Member582,London,"May 15, 2019","January 3, 2020",,0,0,0,0,0,0,No,No,No,Yes,student,
Member583,London,"March 11, 2020","March 12, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,unemployed,walking
Member584,London,"June 18, 2018","June 16, 2018",,0,0,0,0,0,0,No,Yes,No,Yes,Accountant,
Member585,Hayes,"August 17, 2019","November 24, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Software Software Technician - Apprentice,
Member586,London,"October 12, 2021","October 7, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,"Hiya, Iâ€™m on career break, at the moment happy go lucky mum!",I enjoy learning new things such as meeting new people and appreciating the finer things in life.
Member587,Kuala Lumpur,"September 25, 2021","September 25, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Admin Assistant,Music
Member588,London,"October 16, 2019","September 30, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,ok,all
Member589,London,"May 20, 2019","May 19, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Electrician,
Member590,Amiens,"July 13, 2018","July 25, 2018",,0,0,0,0,0,0,No,Yes,No,Yes,Engineer,
Member591,London,"November 18, 2019","February 16, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Commercial analyst,"Gym, yoga, Outdoor activities like hiking, music"
Member592,London,"September 15, 2019","November 5, 2018",,0,0,0,0,0,0,No,Yes,No,Yes,Retail manager,
Member593,London,"June 18, 2018","July 20, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Education,
Member594,London,"July 24, 2021","July 24, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Software Architect,"Games, music, movies, travelling, cricket,picnics"
Member595,London,"September 15, 2019","May 18, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,sushi chef,
Member596,London,"September 8, 2018","September 10, 2018",,0,0,0,0,0,0,No,Yes,No,Yes,seller,
Member597,Dubai,"June 27, 2021","June 26, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,IT,Trekking
Member598,Birmingham,"February 14, 2020","November 14, 2021","August 2, 2020",4,3,0,1,1,1,No,Yes,No,Yes,therapist,"running, ski-ing dancing"
Member599,"Surrey, ND","July 13, 2018","January 25, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,Pharmaceutical Procurement,
Member600,London,"July 5, 2019","September 3, 2020",,1,1,0,0,0,0,No,Yes,No,Yes,Student,
Member601,London,"August 18, 2019","November 21, 2019",,0,0,0,0,0,0,No,No,No,Yes,Student,
Member602,London,"June 26, 2019","September 27, 2019",,2,2,0,0,0,2,No,Yes,No,Yes,Data analysis,
Member603,London,"September 1, 2019","August 8, 2021",,1,0,0,1,0,0,No,Yes,No,Yes,Consultant,
Member604,Tanjah,"December 2, 2021","December 2, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,College Student,"Music, Soccer, Video Games."
Member605,London,"January 2, 2020","April 15, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,Digital Developer/Designer,"Travel, treks, movies, learning about different cultures"
Member606,London,"January 2, 2019","June 17, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,finance,
Member607,London,"May 22, 2018","May 22, 2018",,0,0,0,0,0,0,No,Yes,No,Yes,film maker,
Member608,London,"August 20, 2018","October 21, 2018",,0,0,0,0,0,0,No,No,No,Yes,tech,
Member609,London,"January 26, 2019","December 27, 2019",,1,0,0,1,0,0,No,No,No,Yes,Student,
Member610,London,"July 14, 2019","August 6, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,HR,
Member611,London,"April 10, 2019","December 5, 2021",,5,2,0,3,0,0,No,Yes,No,Yes,Admin Assistant,
Member612,London,"October 8, 2018","August 13, 2020","February 1, 2020",2,1,0,1,1,0,No,Yes,No,Yes,Marketing / Business owner,
Member613,Croydon,"July 27, 2019","July 28, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Beauty therapist,
Member614,London,"November 12, 2019","March 1, 2020",,0,0,0,0,0,0,No,No,No,Yes,Lawyer,Food!!
Member615,London,"August 6, 2018","June 16, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Investment professional,
Member616,London,"August 17, 2019","August 19, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Risk manager,
Member617,New Shires Industrial Estate,"April 25, 2021","May 9, 2021",,0,0,0,0,0,0,No,No,No,Yes,Cameraman,Sports
Member618,London,"December 28, 2019","December 28, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,I am a mechanical engineer,Depends really I like a lot of things love meeting new people
Member619,Woodford Green,"June 8, 2021","June 10, 2021",,1,0,0,1,0,0,No,No,No,Yes,Marketing director,"Walks, travel, Arab culture, Islam, family"
Member620,London,"February 23, 2019","June 6, 2019","May 19, 2019",2,2,0,0,1,0,No,Yes,No,Yes,Self employed,
Member621,London,"May 20, 2018","July 3, 2019",,0,0,0,0,0,0,No,No,No,Yes,Lawyer,
Member622,London,"May 15, 2018","May 15, 2018",,0,0,0,0,0,0,No,Yes,No,Yes,Mobile app developer,
Member623,London,"September 21, 2019","September 17, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Civil Service,
Member624,London,"October 27, 2020","July 11, 2021","November 27, 2020",2,2,0,0,1,0,No,Yes,No,Yes,Surveyor,"walking, reading, painting, travelling"
Member625,London,"October 22, 2021","November 1, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Finance,"Eating out, socialising etc"
Member626,London,"August 27, 2020","August 27, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,SOftware Engineer,Hiking
Member627,London,"May 9, 2018","November 6, 2021",,1,0,0,1,0,0,No,Yes,No,Yes,Pharmacist,
Member628,London,"August 4, 2019","May 30, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,analyst,
Member629,London,"May 18, 2019","October 28, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,International development,
Member630,Slough,"September 5, 2019","September 5, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Health support care,
Member631,London,"March 8, 2020","March 7, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,I work in sales.,"History, Islam, philosophy, Sunna, etc"
Member632,London,"November 20, 2019","April 2, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,Sales,Travel
Member633,London,"April 21, 2019","October 23, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,investment management,
Member634,Gidea Park,"August 18, 2019","December 9, 2021",,0,0,0,0,0,0,No,Yes,No,Yes,Software Consultancy,
Member635,London,"September 11, 2018","September 11, 2020",,0,0,0,0,0,0,No,Yes,No,Yes,Banking Software,
Member636,Croydon,"September 17, 2018","November 13, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,Sales Analyst,
Member637,London,"May 19, 2018","June 5, 2018",,0,0,0,0,0,0,No,Yes,No,Yes,Telecom Engineer,
Member638,BrasÃ­lia,"June 19, 2018","June 17, 2018",,0,0,0,0,0,0,No,No,No,Yes,accountant,
Member639,Greater London,"August 5, 2018","May 27, 2021","May 30, 2021",10,9,0,1,8,0,No,Yes,No,Yes,accountant,football
Member640,London,"April 25, 2019","October 19, 2019",,0,0,0,0,0,0,No,Yes,No,Yes,NHS,
Member641,Greater London,"May 22, 2021","December 9, 2021","September 26, 2021",1,1,0,0,1,0,No,Yes,No,Yes,Catering,Many things
